nombre,temporada,posicion,edad,partidos,goles,asistencias,probabilidad,prediccion,etiqueta
Andrés Franzoia,2006,Centre-Forward,20,11,1,1,0.044983511640335525,0,0
Guillermo Marino,2006,Central Midfield,25,21,2,1,0.044974206687905076,0,0
Roberto Colautti,2003,Centre-Forward,21,11,1,1,0.0448364053902766,0,0
Jonathan Silva,2015,Left-Back,21,23,1,0,0.044359174251351816,0,0
Nicolás Orsini,2021,Centre-Forward,26,22,2,0,0.0439501747015337,0,0
Pol FernándezPol Fernández,2019,Central Midfield,27,15,1,1,0.04189953146961458,0,0
Leandro Marín,2014,Right-Back,22,25,2,2,0.04044515890446176,0,0
Diego González,2019,Defensive Midfield,31,13,1,1,0.040192164083366407,0,0
Diego Crosa,2002,Centre-Back,26,44,0,1,0.038170973678512916,0,0
Equi Fernández,2023,Defensive Midfield,20,20,2,1,0.03605504262635803,0,0
Emanuel Reynoso,2017,Attacking Midfield,21,16,0,3,0.03549074572283693,0,0
Milton Delgado,2024,Defensive Midfield,19,24,0,1,0.034873249619400755,0,0
Christian Cellay,2010,Centre-Back,28,19,2,0,0.03479532602745111,0,0
Raúl Cascini,2003,Defensive Midfield,32,47,1,1,0.034066189646306484,0,0
Frank Fabra,2022,Left-Back,31,36,0,2,0.03275664136856228,0,0
Juan Ramírez,2021,Central Midfield,28,49,1,1,0.032218866981491234,0,0
José Calvo,2003,Right-Back,21,29,1,2,0.03133606841513315,0,0
Jabes Saralegui,2023,Central Midfield,20,38,1,1,0.031272208066183874,0,0
Nicolás Colazo,2011,Left-Back,20,13,1,1,0.030765782975637073,0,0
Fabián Monzón,2014,Left-Back,27,24,2,1,0.029956958909103184,0,0
Sergio Romero,2022,Goalkeeper,35,49,0,0,0.028830900229277954,0,0
Guillermo Marino,2009,Central Midfield,28,18,2,0,0.02836143847736281,0,0
Cristian Traverso,2001,Centre-Back,29,37,1,0,0.028050833930281648,0,0
Nicolás Burdisso,2001,Centre-Back,20,33,2,2,0.0279675765567711,0,0
Aníbal Matellán,2000,Centre-Back,23,40,1,0,0.027016763757817117,0,0
Norberto Briasco,2022,Right Winger,26,23,1,2,0.025955535312246272,0,0
Clemente Rodríguez,2001,Left-Back,19,33,0,4,0.02554995497880578,0,0
Neri Cardozo,2005,Attacking Midfield,18,33,1,2,0.025133476965335085,0,0
Claudio Morel Rodríguez,2007,Left-Back,29,42,0,4,0.02452291919615728,0,0
Emmanuel Más,2019,Left-Back,30,23,1,2,0.024179841508719484,0,0
Matías Silvestre,2002,Centre-Back,17,8,1,0,0.02392401727903824,0,0
Nicolás Bertolo,2007,Left Winger,21,4,0,1,0.023658503035001742,0,0
Frank Fabra,2023,Left-Back,32,16,0,1,0.023294105388492584,0,0
Nicolás Capaldo,2019,Centre-Back,20,38,0,2,0.023145673176000282,0,0
Franco Cristaldo,2014,Attacking Midfield,17,14,1,0,0.023107051102012634,0,0
Fabián Vargas,2007,Central Midfield,27,31,0,3,0.02272259926281217,0,0
José Calvo,2001,Right-Back,19,28,2,0,0.022133397409520732,0,0
Diego Rivero,2011,Central Midfield,29,38,1,2,0.021919140624944867,0,0
Carlos Izquierdoz,2019,Centre-Back,30,43,2,0,0.021809108810627892,0,0
Raúl Estévez,2003,Right Winger,25,10,0,2,0.021787027100164603,0,0
Juan Manuel Insaurralde,2010,Centre-Back,25,36,2,1,0.021643632670844667,0,0
Juan Manuel Martínez,2012,Right Winger,26,21,2,0,0.020880186460064627,0,0
Jorman Campuzano,2020,Defensive Midfield,24,28,1,2,0.020029823955556064,0,0
Wilmar Barrios,2017,Defensive Midfield,23,38,1,0,0.019508299353608885,0,0
Leonardo Jara,2017,Right-Back,26,38,1,3,0.019153414755537435,0,0
Franco Cángele,2002,Second Striker,17,13,2,0,0.01875977190886,0,0
Luca Langoni,2023,Right Winger,21,25,1,2,0.017481104948661053,0,0
Fernando Gago,2015,Defensive Midfield,29,18,1,0,0.017311293995904406,0,0
Wilmar Barrios,2016,Defensive Midfield,22,22,0,3,0.016627857100003616,0,0
Claudio Pérez,2013,Centre-Back,27,19,1,1,0.016529222198736614,0,0
Juan Forlín,2007,Centre-Back,19,7,1,0,0.016223712633293915,0,0
Ezequiel Muñoz,2007,Centre-Back,16,4,0,1,0.016015914287763996,0,0
Cristian Erbes,2010,Defensive Midfield,20,11,1,0,0.01548346424000781,0,0
Paolo Goltz,2017,Centre-Back,32,26,1,1,0.015469289111889072,0,0
Pol FernándezPol Fernández,2012,Central Midfield,20,24,2,0,0.01531209515665057,0,0
José Calvo,2008,Right-Back,26,10,0,1,0.015216338012930878,0,0
Julio Buffarini,2018,Right-Back,29,31,1,2,0.014627371809480566,0,0
Nicolás Burdisso,2000,Centre-Back,19,32,2,1,0.014431888108059468,0,0
Pablo Ledesma,2013,Central Midfield,29,29,0,1,0.01437835396543605,0,0
Agustín Almendra,2018,Central Midfield,18,23,1,2,0.014205290241548417,0,0
Sebastián Battaglia,2000,Defensive Midfield,19,23,0,1,0.013605670541284604,0,0
Marcos Rojo,2024,Centre-Back,34,13,1,0,0.013543561835731799,0,0
Pablo Ledesma,2005,Central Midfield,21,25,1,0,0.013098495591548326,0,0
Jesús Méndez,2010,Central Midfield,25,12,0,2,0.011886946622483656,0,0
Julio Cáceres,2008,Centre-Back,28,37,0,0,0.01144552857849028,0,0
Alan Varela,2021,Defensive Midfield,19,43,1,2,0.011410335552928743,0,0
Cristian Erbes,2014,Defensive Midfield,24,35,1,1,0.01139809770776491,0,0
José Pereda,2000,Defensive Midfield,26,21,0,0,0.011167775100271497,0,0
Clemente Rodríguez,2000,Left-Back,18,28,1,1,0.011093080474145003,0,0
Luis Advíncula,2024,Right-Back,34,24,1,1,0.010992470098135147,0,0
Nicolás Burdisso,2003,Centre-Back,22,39,2,0,0.010803920061175682,0,0
Pablo Ledesma,2004,Central Midfield,20,34,1,0,0.010377408896830587,0,0
Juan Krupoviesa,2009,Left-Back,30,12,1,0,0.01004041004448235,0,0
Julio Cáceres,2007,Centre-Back,27,27,1,0,0.009925275018510626,0,0
Julio Buffarini,2019,Right-Back,30,42,1,1,0.009904977208818682,0,0
Juan Forlín,2008,Centre-Back,20,30,2,0,0.009869968592798902,0,0
Raúl Cascini,2004,Defensive Midfield,33,26,0,2,0.009431544364973019,0,0
Pol FernándezPol Fernández,2023,Central Midfield,31,45,0,1,0.009384998915854526,0,0
Norberto Briasco,2023,Right Winger,27,6,0,1,0.00932519420101056,0,0
Nicolás Bertolo,2006,Left Winger,20,9,1,0,0.009296341251071516,0,0
Facundo Roncaglia,2008,Centre-Back,21,30,2,0,0.009206008264508658,0,0
Gonzalo Maroni,2019,Attacking Midfield,20,11,1,0,0.009133696134289928,0,0
Aarón Molinas,2021,Attacking Midfield,20,27,0,2,0.009098258654208831,0,0
Leandro Somoza,2012,Defensive Midfield,31,34,1,0,0.008989492490452361,0,0
Marcos Rojo,2022,Centre-Back,32,16,1,0,0.00892407511304039,0,0
Fernando Tobio,2015,Centre-Back,25,20,0,0,0.008672754161513937,0,0
Rodrigo Bentancur,2016,Defensive Midfield,19,22,0,3,0.0086507170718772,0,0
Sergio Romero,2023,Goalkeeper,36,39,0,0,0.008519031966527892,0,0
Gustavo Pinto,2002,Central Midfield,23,25,1,1,0.008518591521543568,0,0
Matías Silvestre,2006,Centre-Back,21,29,1,1,0.008447063112954584,0,0
Júnior AlonsoJúnior Alonso,2019,Centre-Back,26,17,0,2,0.0084383223854719,0,0
Cristian Medina,2021,Central Midfield,19,42,0,3,0.00832465246744372,0,0
Leandro Somoza,2010,Defensive Midfield,29,16,0,2,0.00829599709689625,0,0
Cristian Erbes,2012,Defensive Midfield,22,26,0,2,0.008295353017447299,0,0
Gabriel Paletta,2009,Centre-Back,23,22,1,1,0.008245040952936359,0,0
Agustín Obando,2019,Left Winger,19,27,1,1,0.00808490467867649,0,0
Marcos Rojo,2023,Centre-Back,33,30,1,0,0.008059413969960247,0,0
Marcelo Cañete,2010,Attacking Midfield,20,7,0,1,0.008002264357168594,0,0
Claudio Morel Rodríguez,2008,Left-Back,30,31,0,2,0.007998918959905527,0,0
Aarón Molinas,2020,Attacking Midfield,19,19,0,2,0.007926128383628592,0,0
Cristian Espinoza,2017,Right Winger,22,14,0,1,0.007678751132823765,0,0
Nicolás Valentini,2023,Centre-Back,22,9,1,0,0.007616509142277141,0,0
Julio Marchant,2000,Right Midfield,20,29,0,2,0.007598800156585901,0,0
Facundo Roncaglia,2022,Centre-Back,35,23,1,0,0.007596705925082363,0,0
Óscar CórdobaÓ. Córdoba,2000,Goalkeeper,30,37,0,1,0.007544550220358246,0,0
Hugo Ibarra,2005,Right-Back,31,26,1,0,0.007490203121514144,0,0
Ander Herrera,2024,Central Midfield,34,17,0,0,0.007483926022476379,0,0
Sebastián Battaglia,2011,Defensive Midfield,30,1,0,0,0.0074520958720237455,0,0
Hugo Ibarra,2008,Right-Back,34,37,0,1,0.007356730571060521,0,0
Marcelo Meli,2015,Central Midfield,23,21,0,2,0.0073102244875435035,0,0
Sebastián Battaglia,2005,Defensive Midfield,24,19,0,0,0.007197637386740749,0,0
Agustín Sández,2021,Left-Back,20,17,1,1,0.007181700385454778,0,0
Lisandro Magallán,2014,Centre-Back,20,10,1,0,0.007148560758396626,0,0
Luis Advíncula,2021,Right-Back,31,44,1,0,0.007126357302886681,0,0
Miguel Caneo,2003,Attacking Midfield,20,19,1,0,0.007101759008725213,0,0
Santiago Vergini,2016,Centre-Back,27,28,0,1,0.007011726222890047,0,0
Miguel Caneo,2002,Attacking Midfield,19,14,1,0,0.006764894371413189,0,0
Emiliano Albín,2012,Right-Back,23,21,0,0,0.0067540318772467,0,0
Aldo Bobadilla,2006,Goalkeeper,30,22,0,0,0.006658957683963989,0,0
Agustín Almendra,2019,Central Midfield,19,10,1,0,0.006501156906076457,0,0
Carlos Izquierdoz,2018,Centre-Back,29,36,1,0,0.006460827228263641,0,0
Carlos Izquierdoz,2021,Centre-Back,32,19,1,0,0.006376620465722516,0,0
Junior Benítez,2017,Left Winger,24,14,1,0,0.006205003609337148,0,0
Marcos Rojo,2020,Centre-Back,30,26,1,0,0.006068692015159954,0,0
Nicolás Figal,2023,Centre-Back,29,33,1,0,0.0060294371514082274,0,0
Guillermo Burdisso,2014,Centre-Back,25,11,1,0,0.0060157976698175485,0,0
Cristian Traverso,2004,Centre-Back,32,23,0,1,0.005875053392695186,0,0
José Calvo,2004,Right-Back,22,33,0,1,0.00584647143399325,0,0
Cristian Medina,2020,Central Midfield,18,35,1,1,0.005791823984128109,0,0
Matías Caruzzo,2010,Centre-Back,25,34,0,2,0.005782246992961148,0,0
Walter Erviti,2010,Central Midfield,30,16,1,0,0.005674366132618518,0,0
Agustín Obando,2020,Left Winger,20,11,1,0,0.005671881171641061,0,0
Juan Manuel Insaurralde,2016,Centre-Back,31,19,1,0,0.005538128416615301,0,0
Cristian Erbes,2009,Defensive Midfield,19,20,1,0,0.0055241698762229716,0,0
Alan Varela,2022,Defensive Midfield,20,34,1,1,0.005469455707738172,0,0
Nicolás Valentini,2022,Centre-Back,21,37,1,0,0.005444897093962318,0,0
Juan Sánchez Miño,2012,Left-Back,22,29,1,1,0.005430685967613836,0,0
Éver BanegaÉ. Banega,2007,Central Midfield,19,16,0,2,0.005429537084598378,0,0
Juan Manuel Insaurralde,2015,Centre-Back,30,27,1,0,0.0053967981571390695,0,0
Marcelo Saracchi,2024,Left-Back,26,11,1,0,0.005392557129969076,0,0
Tomás Belmonte,2023,Defensive Midfield,25,20,1,0,0.005107823779952151,0,0
Roberto Abbondanzieri,2003,Goalkeeper,30,54,0,1,0.005101082165809942,0,0
Jorman Campuzano,2019,Defensive Midfield,23,35,1,0,0.005085021803895299,0,0
Juan Barinaga,2024,Right-Back,23,22,0,2,0.005039606381103638,0,0
Matías Caruzzo,2012,Centre-Back,27,31,1,0,0.004946781659289202,0,0
Equi Fernández,2022,Defensive Midfield,19,43,0,2,0.004939014433449391,0,0
Claudio Pérez,2012,Centre-Back,26,15,1,0,0.004845502791373116,0,0
Carlos Zambrano,2021,Centre-Back,31,29,0,1,0.00453557875683237,0,0
Fernando Gago,2005,Defensive Midfield,19,37,0,1,0.004443094430610491,0,0
Lisandro Magallán,2017,Centre-Back,23,42,0,1,0.004397506231592373,0,0
Javier García,2010,Goalkeeper,23,13,0,1,0.0042312044827195385,0,0
Claudio Morel Rodríguez,2009,Left-Back,31,24,0,1,0.004142060866099396,0,0
Matías Giménez,2010,Left Midfield,25,14,1,0,0.0040348199707582,0,0
Juan Krupoviesa,2005,Left-Back,26,33,1,0,0.004033002485646268,0,0
Clemente Rodríguez,2012,Left-Back,30,33,0,0,0.0040194626067521656,0,0
Marco Torsiglieri,2014,Centre-Back,26,17,0,0,0.004003378049697998,0,0
Agustín Orión,2014,Goalkeeper,33,52,0,1,0.003987137198324866,0,0
Iván Marcone,2018,Defensive Midfield,28,29,0,0,0.003939739428124318,0,0
César González,2001,Centre-Back,19,11,1,0,0.003926995561885639,0,0
Matías Donnet,2004,Attacking Midfield,24,21,0,1,0.003917466071748828,0,0
Paolo Goltz,2018,Centre-Back,33,11,0,1,0.0038237916829095874,0,0
Éver BanegaÉ. Banega,2006,Central Midfield,18,28,0,1,0.003798501483136637,0,0
Diego Rivero,2010,Central Midfield,28,10,0,1,0.003761357616180011,0,0
Frank Fabra,2018,Left-Back,27,5,0,0,0.003669908891580572,0,0
Juan Forlín,2013,Centre-Back,25,24,1,0,0.0036681344920017483,0,0
Álvaro GonzálezÁ. González,2008,Central Midfield,23,7,0,1,0.0035637666217843865,0,0
Jorman Campuzano,2021,Defensive Midfield,25,16,0,1,0.0035037830552797776,0,0
Alan Varela,2019,Defensive Midfield,17,7,0,1,0.0033890652375306606,0,0
Pablo Ledesma,2014,Central Midfield,30,2,0,0,0.003374157618730137,0,0
Jorginho PaulistaJorginho Paulista,2001,Left-Back,21,11,0,1,0.0032851302163946915,0,0
Roberto Abbondanzieri,2004,Goalkeeper,31,50,0,0,0.003265783087564019,0,0
Andrés Cubas,2014,Defensive Midfield,18,21,1,0,0.0032490485902258565,0,0
Jonatan Maidana,2007,Centre-Back,21,41,0,0,0.0032336753249120258,0,0
Claudio Morel Rodríguez,2004,Left-Back,26,33,0,1,0.003221409241280998,0,0
Agustín Sández,2022,Left-Back,21,13,1,0,0.003208523325475247,0,0
Juan Ramírez,2022,Central Midfield,29,23,0,1,0.0031120182381389355,0,0
Hugo Ibarra,2009,Right-Back,35,26,0,0,0.003083364016313052,0,0
Gustavo Pinto,2000,Central Midfield,21,25,1,0,0.0030591159199840623,0,0
Pablo Jerez,2003,Right-Back,19,29,0,2,0.002865326969028765,0,0
Nicolás Figal,2021,Centre-Back,27,27,0,1,0.0028597424082989972,0,0
Mauricio Serna,2001,Defensive Midfield,33,24,0,0,0.00285052184902852,0,0
Rolando Schiavi,2005,Centre-Back,32,19,0,0,0.0028229058815308094,0,0
Fernando Gago,2017,Defensive Midfield,31,12,0,0,0.002810574766344774,0,0
Diego Cagna,2002,Right Midfield,32,24,0,1,0.00280527894190751,0,0
Roberto Abbondanzieri,2002,Goalkeeper,29,49,0,0,0.002743389753658192,0,0
Jorman Campuzano,2018,Defensive Midfield,22,18,0,1,0.0026837940112640745,0,0
Juan Krupoviesa,2008,Left-Back,29,21,0,1,0.002674752596046008,0,0
Jonatan Maidana,2006,Centre-Back,20,23,1,0,0.002610031710842681,0,0
Nicolás Burdisso,2002,Centre-Back,21,45,0,0,0.0025852033751061557,0,0
Hernán Grana,2013,Right-Back,28,16,0,0,0.0025267174907157002,0,0
Damián Escudero,2010,Attacking Midfield,23,13,0,0,0.0024863121337454874,0,0
Esteban Rolón,2022,Defensive Midfield,27,10,0,1,0.002447195179355057,0,0
Mauricio Caranta,2007,Goalkeeper,28,45,0,0,0.002405871841927999,0,0
Gino Peruzzi,2014,Right-Back,22,28,1,0,0.002336497353369891,0,0
Roberto Abbondanzieri,2008,Goalkeeper,35,29,0,0,0.0021825466177955648,0,0
Lucas Janson,2023,Left Winger,28,22,0,0,0.0021361751502998023,0,0
Fabián Vargas,2004,Central Midfield,24,25,0,0,0.0021061906321395906,0,0
Roberto Abbondanzieri,2005,Goalkeeper,32,33,0,0,0.002011066847989897,0,0
Nahuel Molina,2015,Right-Back,17,9,0,1,0.0019501418034258877,0,0
José Calvo,2005,Right-Back,23,17,0,0,0.0019483345466664928,0,0
José Calvo,2010,Right-Back,28,5,0,0,0.0019260781831691926,0,0
Rodrigo Bentancur,2015,Defensive Midfield,18,19,1,0,0.0019141504124622084,0,0
Nicolás Colazo,2012,Left-Back,21,24,0,1,0.001907918150870373,0,0
Javier García,2022,Goalkeeper,35,11,0,0,0.0018744813532091031,0,0
Roberto Abbondanzieri,2009,Goalkeeper,36,22,0,0,0.0018634657422055886,0,0
Javier García,2021,Goalkeeper,34,13,0,0,0.0018507446885559463,0,0
Cata DíazCata Díaz,2015,Centre-Back,35,21,0,0,0.0018350329107601577,0,0
Pablo Ledesma,2003,Central Midfield,19,10,0,0,0.001819635182172584,0,0
Leandro Marín,2013,Right-Back,21,20,1,0,0.001819332337704564,0,0
Nicolás Capaldo,2020,Centre-Back,21,17,0,1,0.001818151880080498,0,0
Leonardo Jara,2016,Right-Back,25,17,0,1,0.0017701293335854057,0,0
Agustín Orión,2011,Goalkeeper,30,48,0,0,0.0017503929456186484,0,0
Marcelo Delgado,2006,Centre-Forward,33,6,0,0,0.0017245868650661196,0,0
José Calvo,2006,Right-Back,24,10,0,0,0.0016835899686407226,0,0
Roberto Abbondanzieri,2001,Goalkeeper,28,34,0,0,0.0015648177463323506,0,0
Lucas Blondel,2024,Right-Back,27,12,0,1,0.001560051857661211,0,0
Agustín Orión,2013,Goalkeeper,32,43,0,0,0.0015525850120136201,0,0
Javier García,2023,Goalkeeper,36,1,0,0,0.0015044483681337817,0,0
Tomás Belmonte,2024,Defensive Midfield,26,23,0,0,0.0014538708880483529,0,0
Fernando Zuqui,2016,Central Midfield,24,13,0,0,0.0014297557360714037,0,0
Esteban Andrada,2019,Goalkeeper,28,39,0,0,0.0014255324839668587,0,0
Franco Sosa,2011,Right-Back,30,23,0,0,0.0013774281378199867,0,0
Cristian Erbes,2011,Defensive Midfield,21,22,0,0,0.001364441454938107,0,0
Fabián Monzón,2010,Left-Back,23,22,0,1,0.0013566481672595884,0,0
Fabián Vargas,2005,Central Midfield,25,13,0,0,0.0013385106810932493,0,0
Pablo Jerez,2004,Right-Back,20,9,0,1,0.001322328472866774,0,0
Julio Marchant,2001,Right Midfield,21,10,0,1,0.0013091206146098693,0,0
Claudio Morel Rodríguez,2005,Left-Back,27,23,0,0,0.0013038489680297196,0,0
Javier García,2020,Goalkeeper,33,3,0,0,0.0012889358863903265,0,0
Federico Bravo,2013,Central Midfield,19,16,0,1,0.0012777391113419664,0,0
Juan Barinaga,2023,Right-Back,22,10,0,1,0.001253555433209161,0,0
Esteban Andrada,2018,Goalkeeper,27,38,0,0,0.001216933355339687,0,0
José Calvo,2000,Right-Back,18,12,0,0,0.0011616923705103346,0,0
Agustín Sández,2020,Left-Back,19,13,0,1,0.0011378849962190235,0,0
Javier García,2019,Goalkeeper,32,1,0,0,0.0011327899664023385,0,0
Jorman Campuzano,2022,Defensive Midfield,26,17,0,0,0.001116223420615767,0,0
Agustín Rossi,2021,Goalkeeper,25,46,0,0,0.001105693254578458,0,0
Aníbal Matellán,2004,Centre-Back,27,19,0,0,0.0010581394861549163,0,0
Gustavo Pinto,2001,Central Midfield,22,27,0,0,0.0010513405774140647,0,0
Fabián Vargas,2006,Central Midfield,26,2,0,0,0.001037011991508209,0,0
Ezequiel Muñoz,2009,Centre-Back,18,15,0,1,0.0010244651469576867,0,0
Nahuel Zárate,2012,Left-Back,19,13,0,1,0.000994703330222727,0,0
Roberto Abbondanzieri,2000,Goalkeeper,27,22,0,0,0.0009841865195346375,0,0
Ribair Rodríguez,2012,Defensive Midfield,24,12,0,0,0.0009568149262535497,0,0
Jorman Campuzano,2023,Defensive Midfield,27,12,0,0,0.0009539903886310251,0,0
Gabriel Aranda,2021,Centre-Back,20,13,0,0,0.0009519194843292883,0,0
José Basualdo,2000,Central Midfield,37,8,0,0,0.0009371602257221694,0,0
Matías Caruzzo,2011,Centre-Back,26,23,0,0,0.0009227298704642329,0,0
Agustín Orión,2012,Goalkeeper,31,34,0,0,0.0009026946138912278,0,0
Iván Marcone,2019,Defensive Midfield,29,17,0,0,0.000897336517665105,0,0
Cristian Erbes,2015,Defensive Midfield,25,4,0,0,0.000843387572650621,0,0
Javier García,2009,Goalkeeper,22,15,0,0,0.0008373771260713423,0,0
Fabián Vargas,2002,Central Midfield,22,3,0,0,0.0008154681068781826,0,0
Alexis Rolín,2014,Centre-Back,25,11,0,0,0.0007970245730796429,0,0
Carlos Zambrano,2019,Centre-Back,29,18,0,0,0.000789455523125613,0,0
Cristian Chávez,2006,Attacking Midfield,20,2,0,0,0.000772233524689079,0,0
Leonardo Jara,2019,Right-Back,28,20,0,0,0.0007664417568974,0,0
Javier García,2008,Goalkeeper,21,14,0,0,0.0007576299886354743,0,0
Agustín Orión,2015,Goalkeeper,34,25,0,0,0.0006969837441284227,0,0
Mauricio Caranta,2006,Goalkeeper,27,31,0,0,0.0006604395952267353,0,0
Lautaro Di Lollo,2023,Centre-Back,19,20,0,0,0.000644019302650904,0,0
Julio Buffarini,2017,Right-Back,28,21,0,0,0.0006408717210901223,0,0
Alan Varela,2020,Defensive Midfield,18,27,0,0,0.0006333717082883029,0,0
Matías Silvestre,2004,Centre-Back,19,15,0,0,0.0006087255300509676,0,0
Gary Medel,2023,Defensive Midfield,35,11,0,0,0.0005964778781439257,0,0
Júnior AlonsoJúnior Alonso,2018,Centre-Back,25,16,0,0,0.000587403294709976,0,0
Agustín Rossi,2017,Goalkeeper,21,39,0,0,0.000576858964529881,0,0
Óscar UstariÓ. Ustari,2012,Goalkeeper,25,14,0,0,0.0005766770695073341,0,0
Diego González,2022,Defensive Midfield,34,7,0,0,0.0005710648678406018,0,0
Rodrigo Bentancur,2014,Defensive Midfield,17,25,0,0,0.0005652445792234118,0,0
Agustín Martegani,2023,Attacking Midfield,23,11,0,0,0.0005379326698718428,0,0
Mauricio Benítez,2023,Defensive Midfield,19,11,0,0,0.0005303686948344316,0,0
Javier García,2007,Goalkeeper,20,4,0,0,0.0005274698103091833,0,0
Diego González,2021,Defensive Midfield,33,7,0,0,0.0005203769740008751,0,0
Diego Cagna,2005,Right Midfield,35,9,0,0,0.000510609968153897,0,0
Franco Sosa,2012,Right-Back,31,14,0,0,0.0004954880486781781,0,0
Agustín Rossi,2020,Goalkeeper,24,32,0,0,0.0004945864020875935,0,0
Diego Crosa,2003,Centre-Back,27,13,0,0,0.00048691053915327396,0,0
Gabriel Paletta,2008,Centre-Back,22,18,0,0,0.0004856227904153228,0,0
Julio Buffarini,2020,Right-Back,31,13,0,0,0.0004817179330315536,0,0
Santiago Vergini,2017,Centre-Back,28,13,0,0,0.00046952015946021615,0,0
Diego Rivero,2013,Central Midfield,31,6,0,0,0.0004626229171494181,0,0
Guillermo Marino,2005,Central Midfield,24,16,0,0,0.00045414611284924416,0,0
Nicolás Colazo,2015,Left-Back,24,4,0,0,0.0004530372241498066,0,0
Matías Silvestre,2007,Centre-Back,22,2,0,0,0.00044881665198332843,0,0
Ignacio Miramón,2023,Defensive Midfield,20,17,0,0,0.0004484034915690379,0,0
Diego Rivero,2012,Central Midfield,30,6,0,0,0.0004362067306622715,0,0
Ricardo Noir,2010,Attacking Midfield,23,8,0,0,0.0004295648781484997,0,0
Gary Medel,2010,Defensive Midfield,22,17,0,0,0.00041623851378037847,0,0
Exequiel Zeballos,2019,Right Winger,17,6,0,0,0.0004139629026967463,0,0
Leonardo Jara,2020,Right-Back,29,8,0,0,0.0003974490535185435,0,0
Fabián Monzón,2007,Left-Back,20,19,0,0,0.0003856153801652457,0,0
Juan Krupoviesa,2007,Left-Back,28,5,0,0,0.0003750569101204547,0,0
Matías Silvestre,2003,Centre-Back,18,6,0,0,0.00037349315527465356,0,0
Ezequiel Bullaude,2023,Attacking Midfield,22,6,0,0,0.00036808841823435365,0,0
Damián Díaz,2008,Attacking Midfield,22,6,0,0,0.0003662962587283606,0,0
Vicente Taborda,2023,Attacking Midfield,22,6,0,0,0.0003662962587283606,0,0
Esteban Rolón,2021,Defensive Midfield,26,12,0,0,0.00034882056173536147,0,0
Luis Miguel Escalada,2004,Centre-Forward,18,8,0,0,0.00034721661497035455,0,0
Malcom Braida,2024,Left-Back,27,8,0,0,0.00034503311042103735,0,0
Nahuel Zárate,2013,Left-Back,20,16,0,0,0.00034203266073818105,0,0
Daniele De Rossi,2019,Defensive Midfield,35,5,0,0,0.000333321362806193,0,0
Andrés Cubas,2015,Defensive Midfield,19,15,0,0,0.0003277139007928744,0,0
Emmanuel Más,2020,Left-Back,31,6,0,0,0.0003230983676486676,0,0
Christian Cellay,2012,Centre-Back,30,9,0,0,0.0003227538976104277,0,0
Nicolás Figal,2024,Centre-Back,30,3,0,0,0.0003145494509314061,0,0
Paolo Goltz,2019,Centre-Back,34,4,0,0,0.00031068869973053983,0,0
Lisandro Magallán,2016,Centre-Back,22,9,0,0,0.00029222028709368324,0,0
Facundo Roncaglia,2007,Centre-Back,20,12,0,0,0.00028787028199973294,0,0
Jesús Méndez,2009,Central Midfield,24,10,0,0,0.00028294927361859187,0,0
Seba Pérez,2016,Defensive Midfield,23,12,0,0,0.0002764455401939866,0,0
Marcelo Weigandt,2021,Right-Back,21,15,0,0,0.00027463826501254414,0,0
Marco Pellegrino,2024,Centre-Back,21,8,0,0,0.00027169208650780437,0,0
Hernán Medina,2000,Centre-Back,25,7,0,0,0.0002700310319194275,0,0
Juan Ramírez,2023,Central Midfield,30,4,0,0,0.0002674272313211305,0,0
Javier Villarreal,2000,Right Midfield,21,14,0,0,0.0002590361491428572,0,0
Walter Bou,2019,Centre-Forward,25,3,0,0,0.0002556668819513074,0,0
Gonzalo Maroni,2017,Attacking Midfield,18,6,0,0,0.00024027140243512642,0,0
Cristian Medina,2019,Central Midfield,17,4,0,0,0.00023421156069979663,0,0
Lisandro Magallán,2012,Centre-Back,18,11,0,0,0.00022799771089148405,0,0
Gino Peruzzi,2015,Right-Back,23,14,0,0,0.0002273338634271583,0,0
Óscar CórdobaÓ. Córdoba,2001,Goalkeeper,31,14,0,0,0.00022725220872688744,0,0
Pablo Álvarez,2004,Right-Back,20,16,0,0,0.00021666713806057199,0,0
Javier Villarreal,2001,Right Midfield,22,9,0,0,0.00021249422824622,0,0
Nicolás Orsini,2022,Centre-Forward,27,4,0,0,0.00020954752945132177,0,0
Leandro Marín,2012,Right-Back,20,13,0,0,0.00020854758475308437,0,0
Mauro Boselli,2003,Centre-Forward,18,1,0,0,0.00020795763052289164,0,0
Julio Barroso,2009,Centre-Back,24,7,0,0,0.0002079225255753724,0,0
Federico Bravo,2014,Central Midfield,20,10,0,0,0.00020512734416970588,0,0
Federico Bravo,2012,Central Midfield,18,11,0,0,0.0001956443220217634,0,0
Agustín Martegani,2024,Attacking Midfield,24,2,0,0,0.00019105497633590494,0,0
Guillermo Sara,2016,Goalkeeper,28,14,0,0,0.00019063418079423399,0,0
Víctor Ormazabal,2003,Central Midfield,18,7,0,0,0.00019060257539865006,0,0
Exequiel Benavídez,2008,Defensive Midfield,19,10,0,0,0.00018293049194469276,0,0
Agustín Almendra,2021,Central Midfield,21,2,0,0,0.00017931544598074922,0,0
Gastón Sauro,2009,Centre-Back,19,5,0,0,0.00017775219002099716,0,0
Agustín Rossi,2016,Goalkeeper,20,17,0,0,0.00016959417376085384,0,0
Leandro Brey,2023,Goalkeeper,20,21,0,0,0.00016771772017547235,0,0
